---------------------------------------------------------------------------
userSimulator iteration #1 : 
Node 0 : 
User ID: 18564| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 13| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 9| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 12| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 10| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 14| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 15| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 16| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 13| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 14| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 11| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 17| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 12| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 15| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 16| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 13| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 18| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 17| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 14| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 18| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 19| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 20| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 19| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 15| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 20| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 16| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 21| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 17| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 21| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 22| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 18| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 22| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 23| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 24| Timestamp: 1678200027
User ID: 18564| Type: 1| Action ID: 25| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 23| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 19| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 20| Timestamp: 1678200027
User ID: 18564| Type: 0| Action ID: 21| Timestamp: 1678200027
User ID: 18564| Type: 2| Action ID: 24| Timestamp: 1678200027
Node 1 : 
User ID: 23646| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 3| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 4| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 5| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 4| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 5| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 6| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 5| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 6| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 6| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 7| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 7| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 8| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 8| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 7| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 8| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 9| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 9| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 10| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 11| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 10| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 12| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 11| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 9| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 12| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 13| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 10| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 11| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 14| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 13| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 12| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 15| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 13| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 16| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 14| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 15| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 17| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 16| Timestamp: 1678200027
User ID: 23646| Type: 0| Action ID: 14| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 18| Timestamp: 1678200027
User ID: 23646| Type: 2| Action ID: 19| Timestamp: 1678200027
User ID: 23646| Type: 1| Action ID: 17| Timestamp: 1678200027
Node 2 : 
User ID: 35847| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 3| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 4| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 5| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 6| Timestamp: 1678200027
User ID: 35847| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 7| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 5| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 6| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 7| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 8| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 8| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 9| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 10| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 9| Timestamp: 1678200027
User ID: 35847| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 11| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 10| Timestamp: 1678200027
User ID: 35847| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 11| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 12| Timestamp: 1678200027
User ID: 35847| Type: 2| Action ID: 4| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 12| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 13| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 14| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 15| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 16| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 13| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 14| Timestamp: 1678200027
User ID: 35847| Type: 2| Action ID: 5| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 17| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 18| Timestamp: 1678200027
User ID: 35847| Type: 2| Action ID: 6| Timestamp: 1678200027
User ID: 35847| Type: 1| Action ID: 19| Timestamp: 1678200027
User ID: 35847| Type: 0| Action ID: 15| Timestamp: 1678200027
Node 3 : 
User ID: 27416| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 5| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 3| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 4| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 5| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 6| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 6| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 7| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 7| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 8| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 8| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 9| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 10| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 4| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 11| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 9| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 10| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 5| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 12| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 11| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 6| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 12| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 13| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 14| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 7| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 13| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 8| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 9| Timestamp: 1678200027
User ID: 27416| Type: 2| Action ID: 10| Timestamp: 1678200027
User ID: 27416| Type: 1| Action ID: 14| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 15| Timestamp: 1678200027
User ID: 27416| Type: 0| Action ID: 16| Timestamp: 1678200027
Node 4 : 
User ID: 22334| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 4| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 5| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 6| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 7| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 5| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 8| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 9| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 6| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 3| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 4| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 7| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 8| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 10| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 11| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 9| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 5| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 10| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 11| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 12| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 12| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 13| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 13| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 6| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 14| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 15| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 14| Timestamp: 1678200027
User ID: 22334| Type: 1| Action ID: 16| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 7| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 8| Timestamp: 1678200027
User ID: 22334| Type: 0| Action ID: 9| Timestamp: 1678200027
User ID: 22334| Type: 2| Action ID: 15| Timestamp: 1678200027
Node 5 : 
User ID: 18956| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 5| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 6| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 4| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 5| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 3| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 6| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 7| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 4| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 5| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 6| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 7| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 8| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 7| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 9| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 10| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 11| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 12| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 13| Timestamp: 1678200027
User ID: 18956| Type: 1| Action ID: 14| Timestamp: 1678200027
User ID: 18956| Type: 2| Action ID: 8| Timestamp: 1678200027
User ID: 18956| Type: 0| Action ID: 8| Timestamp: 1678200027
Node 6 : 
User ID: 22463| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 22463| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 22463| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 22463| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 22463| Type: 2| Action ID: 4| Timestamp: 1678200027
User ID: 22463| Type: 2| Action ID: 5| Timestamp: 1678200027
User ID: 22463| Type: 2| Action ID: 6| Timestamp: 1678200027
User ID: 22463| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 22463| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 22463| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 22463| Type: 0| Action ID: 3| Timestamp: 1678200027
User ID: 22463| Type: 2| Action ID: 7| Timestamp: 1678200027
User ID: 22463| Type: 0| Action ID: 4| Timestamp: 1678200027
User ID: 22463| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 22463| Type: 0| Action ID: 5| Timestamp: 1678200027
User ID: 22463| Type: 2| Action ID: 8| Timestamp: 1678200027
User ID: 22463| Type: 0| Action ID: 6| Timestamp: 1678200027
User ID: 22463| Type: 0| Action ID: 7| Timestamp: 1678200027
User ID: 22463| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 22463| Type: 1| Action ID: 5| Timestamp: 1678200027
Node 7 : 
User ID: 29169| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 29169| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 29169| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 29169| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 29169| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 29169| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 29169| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 29169| Type: 0| Action ID: 3| Timestamp: 1678200027
User ID: 29169| Type: 0| Action ID: 4| Timestamp: 1678200027
User ID: 29169| Type: 2| Action ID: 4| Timestamp: 1678200027
Node 8 : 
User ID: 4145| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 4145| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 4145| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 4145| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 4145| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 4145| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 4145| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 4145| Type: 2| Action ID: 3| Timestamp: 1678200027
User ID: 4145| Type: 1| Action ID: 5| Timestamp: 1678200027
User ID: 4145| Type: 1| Action ID: 6| Timestamp: 1678200027
Node 9 : 
User ID: 13578| Type: 1| Action ID: 1| Timestamp: 1678200027
User ID: 13578| Type: 0| Action ID: 1| Timestamp: 1678200027
User ID: 13578| Type: 2| Action ID: 1| Timestamp: 1678200027
User ID: 13578| Type: 1| Action ID: 2| Timestamp: 1678200027
User ID: 13578| Type: 0| Action ID: 2| Timestamp: 1678200027
User ID: 13578| Type: 1| Action ID: 3| Timestamp: 1678200027
User ID: 13578| Type: 1| Action ID: 4| Timestamp: 1678200027
User ID: 13578| Type: 2| Action ID: 2| Timestamp: 1678200027
User ID: 13578| Type: 1| Action ID: 5| Timestamp: 1678200027
User ID: 13578| Type: 1| Action ID: 6| Timestamp: 1678200027
---------------------------------------------------------------------------
userSimulator iteration #2 : 
Node 0 : 
User ID: 20961| Type: 1| Action ID: 1| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 1| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 2| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 3| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 4| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 2| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 3| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 1| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 4| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 5| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 5| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 2| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 6| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 6| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 3| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 7| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 8| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 4| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 7| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 9| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 8| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 9| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 5| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 6| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 10| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 7| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 10| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 11| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 8| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 11| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 12| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 12| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 13| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 9| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 13| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 14| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 10| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 15| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 16| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 11| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 17| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 12| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 14| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 13| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 15| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 14| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 18| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 15| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 16| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 19| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 20| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 21| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 16| Timestamp: 1678200034
User ID: 20961| Type: 0| Action ID: 22| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 17| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 17| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 18| Timestamp: 1678200034
User ID: 20961| Type: 1| Action ID: 18| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 19| Timestamp: 1678200034
User ID: 20961| Type: 2| Action ID: 20| Timestamp: 1678200034
Node 1 : 
User ID: 14644| Type: 2| Action ID: 1| Timestamp: 1678200034
User ID: 14644| Type: 0| Action ID: 1| Timestamp: 1678200034
User ID: 14644| Type: 0| Action ID: 2| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 1| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 2| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 3| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 4| Timestamp: 1678200034
User ID: 14644| Type: 2| Action ID: 2| Timestamp: 1678200034
User ID: 14644| Type: 0| Action ID: 3| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 5| Timestamp: 1678200034
User ID: 14644| Type: 2| Action ID: 3| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 6| Timestamp: 1678200034
User ID: 14644| Type: 2| Action ID: 4| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 7| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 8| Timestamp: 1678200034
User ID: 14644| Type: 0| Action ID: 4| Timestamp: 1678200034
User ID: 14644| Type: 2| Action ID: 5| Timestamp: 1678200034
User ID: 14644| Type: 2| Action ID: 6| Timestamp: 1678200034
User ID: 14644| Type: 0| Action ID: 5| Timestamp: 1678200034
User ID: 14644| Type: 0| Action ID: 6| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 9| Timestamp: 1678200034
User ID: 14644| Type: 2| Action ID: 7| Timestamp: 1678200034
User ID: 14644| Type: 0| Action ID: 7| Timestamp: 1678200034
User ID: 14644| Type: 2| Action ID: 8| Timestamp: 1678200034
User ID: 14644| Type: 1| Action ID: 10| Timestamp: 1678200034
